State,Animal Name,Facts,Characteristics
Ohio,Scarlet Kingsnake,"{""Prey"": ""Lizards, other snakes, birds and their eggs, rodents"", ""Fun Fact"": ""Scarlet kingsnake\u2019s pattern is an example of Batesian mimicry."", ""Other Name(s)"": ""scarlet milk snake"", ""Litter Size"": ""10"", ""Diet for this Fish"": ""Carnivore"", ""Type"": ""reptile"", ""Common Name"": ""scarlet kingsnake""}","{""Color"": ""YellowRedBlackWhite"", ""Skin Type"": ""Scales"", ""Lifespan"": ""21 years"", ""Length"": ""1.5 to 2.5 feet""}"
Ohio,Seagull,"{""Prey"": ""Fish, insects, earthworms, rodents, reptiles, amphibians, birds, and more"", ""Fun Fact"": ""Some gulls are capable of using tools"", ""Estimated Population Size"": ""millions"", ""Biggest Threat"": ""Overfishing and climate change"", ""Most Distinctive Feature"": ""The long bill, hooked at the end"", ""Other Name(s)"": ""mews"", ""Wingspan"": ""up to 67 inches"", ""Incubation Period"": ""one month"", ""Habitat"": ""Coasts and beaches"", ""Predators"": ""Raccoons, cats, foxes, minks, and birds of prey"", ""Diet"": ""Carnivore"", ""Type"": ""bird"", ""Common Name"": ""seagull"", ""Number Of Species"": ""-2"", ""Average Clutch Size"": ""2"", ""Nesting Location"": ""Ground and cliff sites"", ""Age of Molting"": ""one to two months"", ""Migratory"": ""1""}","{""Color"": ""BrownGreyYellowRedBlackWhite"", ""Lifespan"": ""up to 49 years"", ""Weight"": ""four ounces to four pounds"", ""Height"": ""11-30 inches""}"
Ohio,Smokybrown Cockroach,"{""Prey"": ""Decaying plant and animal matter"", ""Name Of Young"": ""Nymph"", ""Group Behavior"": ""Colony"", ""Fun Fact"": ""Has up to 45 eggs per egg case"", ""Biggest Threat"": ""Extermination by humans"", ""Most Distinctive Feature"": ""Rich mahogany coloring"", ""Other Name(s)"": ""Roach"", ""Gestation Period"": ""24-70 days"", ""Litter Size"": ""40-45 eggs per egg case"", ""Diet"": ""Omnivore"", ""Lifestyle"": ""Nocturnal"", ""Type"": ""Insect"", ""Number Of Species"": ""1"", ""Location"": ""All continents except Antarctica""}","{""Color"": ""BrownBlack"", ""Skin Type"": ""Exoskeleton"", ""Top Speed"": ""3 mph"", ""Lifespan"": ""2-6 months"", ""Weight"": ""0.105 g"", ""Height"": ""0.25 in"", ""Length"": ""1.5 in"", ""Age of Sexual Maturity"": ""90-100 days""}"
Ohio,Smooth Earth Snake,"{""Prey"": ""Earthworms and soft-bodied arthropods including larvae"", ""Name Of Young"": ""Neonate, snakelet"", ""Group Behavior"": ""Solitary except during mating season"", ""Fun Fact"": ""Valeria Biddle Blaney (1828-1900) collected the first specimen in Maryland."", ""Most Distinctive Feature"": ""Small black ring around the eye and white chin"", ""Litter Size"": ""3-12"", ""Diet for this Fish"": ""Omnivore"", ""Lifestyle"": ""Nocturnal/Crepuscular"", ""Location"": ""Eastern and southeastern United States""}","{""Color"": ""BrownFawn"", ""Skin Type"": ""Scales"", ""Length"": ""7-9.8 inches"", ""Venomous"": ""No"", ""Aggression"": ""Low""}"
Ohio,Southeastern Blueberry Bee,"{""Prey"": ""N/A"", ""Main Prey"": ""N/A"", ""Name Of Young"": ""larvae"", ""Group Behavior"": ""Solitary"", ""Fun Fact"": ""Over the years that Southeastern Blueberry bees have been monitored, their emergence has shifted 44 days, with the bees emerging much earlier than in the past."", ""Estimated Population Size"": ""Undetermined"", ""Biggest Threat"": ""Habitat loss; agricultural chemicals"", ""Most Distinctive Feature"": ""Buzz pollination"", ""Distinctive Feature"": ""Affinity for blueberry blossoms"", ""Other Name(s)"": ""N/A"", ""Gestation Period"": ""N/A"", ""Temperament"": ""mild"", ""Wingspan"": ""0.75-1 inch (19-25 mm)"", ""Training"": ""N/A"", ""Optimum pH Level"": ""N/A"", ""Incubation Period"": ""3-7 days"", ""Age Of Independence"": ""spring emergence"", ""Age Of Fledgling"": ""spring emergence"", ""Average Spawn Size"": ""1-28"", ""Litter Size"": ""N/A"", ""Habitat"": ""subterranean burrows near blueberry plants"", ""Predators"": ""birds, spiders, wasps, small mammals"", ""Diet"": ""Herbivore"", ""Average Litter Size"": ""N/A"", ""Lifestyle"": ""Diurnal"", ""Favorite Food"": ""Blueberry blossoms"", ""Type"": ""Habropoda laboriosa"", ""Common Name"": ""Southeastern blueberry bee"", ""Special Features"": ""buzz pollinator"", ""Origin"": ""Southeastern U.S."", ""Number Of Species"": ""50"", ""Location"": ""Becoming widely distributed across North America"", ""Slogan"": ""N/A"", ""Group"": ""N/A"", ""Nesting Location"": ""in loose well-drained soil near blueberry plants."", ""Age of Molting"": ""various times throughout larval stage""}","{""Color"": ""YellowBlackGoldCreamOrange"", ""Skin Type"": ""Exoskeleton"", ""Lifespan"": ""3 weeks-1 year"", ""Weight"": ""less than 1 ounce"", ""Height"": ""0.1-0.2 inches"", ""Length"": ""0.4- 0.6 inches (13 -16 mm)"", ""Age of Sexual Maturity"": ""at emergence"", ""Age of Weaning"": ""N/A"", ""Venomous"": ""No"", ""Aggression"": ""Low""}"
Ohio,Swallowtail Butterfly,"{""Prey"": ""plant nectar"", ""Main Prey"": ""plant nectar"", ""Name Of Young"": ""larva (caterpillar); the pupa (chrysalis)"", ""Group Behavior"": ""Solitary"", ""Fun Fact"": ""Group of butterflies is called a kaleidoscope."", ""Estimated Population Size"": ""With 500+ species of swallowtails, its difficult accurately estimate population size."", ""Biggest Threat"": ""habitat destruction and climate change"", ""Most Distinctive Feature"": ""colorful, swallow-like tails"", ""Distinctive Feature"": ""large size, distinctive markings"", ""Other Name(s)"": ""Swallowtail butterflies are comprised of over 500 species, including Black Swallowtail, Zebra Swallowtail, Spicebush Swallowtail, and Pipeline Swallowtail."", ""Gestation Period"": ""Swallowtail eggs hatch in approximately 4 days; Caterpillars become pupas in about two weeks;"", ""Temperament"": ""docile, solitary; males can be aggressive when defending territory or mating."", ""Wingspan"": ""2-4 inches"", ""Training"": ""N/A"", ""Optimum pH Level"": ""N/A"", ""Incubation Period"": ""N/A"", ""Age Of Independence"": ""birth"", ""Age Of Fledgling"": ""N/A"", ""Average Spawn Size"": ""300-700"", ""Litter Size"": ""300-700"", ""Habitat"": ""Worldwide except Antarctica"", ""Predators"": ""Birds, lizards, snakes, spiders"", ""Diet"": ""Herbivore"", ""Average Litter Size"": ""300-700"", ""Lifestyle"": ""DiurnalSolitary"", ""Favorite Food"": ""nectar"", ""Type"": ""Papilionidae"", ""Common Name"": ""Swallowtail"", ""Special Features"": ""Swallow-like tail"", ""Location"": ""worldwide except in Antarctica"", ""Slogan"": ""N/A"", ""Group"": ""kaleidoscope"", ""Nesting Location"": ""under leaves, between rocks"", ""Age of Molting"": ""N/A"", ""Migratory"": ""1""}","{""Color"": ""BrownGreyYellowFawnBlueBlackWhiteTanDark BrownCreamOrangeChocolate"", ""Skin Type"": ""Exoskeleton"", ""Lifespan"": ""2-4 weeks"", ""Weight"": ""0.0014 - 0.0105 ounces"", ""Height"": ""1-2 inches"", ""Length"": ""2-4 inch wingspan"", ""Age of Sexual Maturity"": ""approx. 1-2 weeks"", ""Age of Weaning"": ""N/A"", ""Venomous"": ""No"", ""Aggression"": ""Medium""}"
Ohio,Tiger Trout,"{""Prey"": ""Small fish, invertebrates, insects, and larvae"", ""Group Behavior"": ""Solitary"", ""Fun Fact"": ""As tiger trout are sterile, they cannot produce offspring. However, they do have relatively long lifespans and can live up to 10 years in captivity."", ""Biggest Threat"": ""Humans"", ""Predators"": ""Mergansers, Great blue heron, Pelicans, Kingfishers, Seals, Cod, River otters, minks"", ""Diet"": ""Carnivore"", ""Common Name"": ""Tiger trout""}","{""Color"": ""YellowOrangeGrey-Brown"", ""Skin Type"": ""Scales"", ""Aggression"": ""High""}"
Ohio,Tree Cricket,"{""Prey"": ""Soft-bodied insects like aphids"", ""Name Of Young"": ""Nymph"", ""Group Behavior"": ""Mainly solitary"", ""Fun Fact"": ""The music of tree crickets is typically lower in pitch than the music produced by other cricket subfamilies!"", ""Biggest Threat"": ""Habitat loss"", ""Most Distinctive Feature"": ""Ability to make musical noises with their wings"", ""Other Name(s)"": ""Pale bush cricket"", ""Habitat"": ""Trees, shrubs, herbs"", ""Predators"": ""Birds, small mammals, reptiles, amphibians, other insects, spiders"", ""Diet"": ""Omnivore"", ""Lifestyle"": ""Nocturnal"", ""Favorite Food"": ""Various plants, insects like aphids"", ""Location"": ""Every continent except Antarctica"", ""Slogan"": ""They make music with their wings"", ""Group"": ""Orchestra""}","{""Color"": ""Green"", ""Skin Type"": ""Exoskeleton"", ""Lifespan"": ""Approximately 90 days"", ""Venomous"": ""No"", ""Aggression"": ""Medium""}"
Oklahoma,Admiral Butterfly,"{""Name Of Young"": ""Larvae"", ""Group Behavior"": ""Solitary/Group"", ""Fun Fact"": ""Admiral butterflies are named for their wing patterns, which resemble military insignia!"", ""Biggest Threat"": ""Habitat loss"", ""Most Distinctive Feature"": ""Flashy wing colors and patterns"", ""Wingspan"": ""1.75 to 3.9 inches"", ""Habitat"": ""Forests, fields, jungles, mountain ranges, orchards, near streams and marshes, urban areas"", ""Predators"": ""Monkeys, birds, rats, snakes, frogs, toads, lizards, dragonflies, wasps, ants, flies, spiders"", ""Diet"": ""Herbivore"", ""Lifestyle"": ""Diurnal"", ""Favorite Food"": ""Nectar, rotting fruit, carcasses, urine, excrement"", ""Special Features"": ""Camouflage, mimicry"", ""Slogan"": ""Stunningly beautiful wings"", ""Group"": ""Kaleidoscope, flutter, or swarm""}","{""Color"": ""BrownYellowRedBlueBlackWhiteGreenOrangePurpleMulti-coloredBlack-Brown"", ""Skin Type"": ""Exoskeleton"", ""Venomous"": ""No"", ""Aggression"": ""Low""}"
Oklahoma,Agkistrodon Contortrix,"{""Prey"": ""Insects, rodents, birds, rabbits"", ""Name Of Young"": ""Snakes"", ""Group Behavior"": ""Mainly solitarySolitary except during mating season"", ""Most Distinctive Feature"": ""Hourglass shaped markings and copper-colored head"", ""Gestation Period"": ""80-150 days"", ""Average Spawn Size"": ""Four to seven snakes"", ""Habitat"": ""Forests, open woods, rocky crevices"", ""Diet for this Fish"": ""Carnivore"", ""Lifestyle"": ""or Nocturnal Depending on Region and Season"", ""Common Name"": ""Eastern copperhead"", ""Number Of Species"": ""5"", ""Average Clutch Size"": ""-29""}","{""Color"": ""BrownCaramelGrey-BrownLight-Brown"", ""Skin Type"": ""Scales"", ""Lifespan"": ""Up to 29 years"", ""Length"": ""Two to four feet on average"", ""Age of Sexual Maturity"": ""Three and a half years"", ""Venomous"": ""Yes"", ""Aggression"": ""Low""}"
Oklahoma,American Eel,"{""Prey"": ""insect larvae, fish, molluscs, bivalves, crustaceans, insects, worms, frogs, plants"", ""Name Of Young"": ""Leptocephalus, glass eel, elver, yellow eel"", ""Group Behavior"": ""Solitary"", ""Fun Fact"": ""Don't eat raw eel! Their blood is poisonous to humans when consumed raw."", ""Estimated Population Size"": ""700,000"", ""Biggest Threat"": ""Human activity"", ""Most Distinctive Feature"": ""Long, snakelike body"", ""Other Name(s)"": ""Atlantic eel, black eel, Boston eel, bronze eel, common eel, freshwater eel, green eel, little eel, river eel, silver eel, slippery eel, snakefish"", ""Gestation Period"": ""Unknown"", ""Litter Size"": ""750 eggs"", ""Habitat"": ""Freshwater, estuaries, Atlantic Ocean, Sargasso Sea"", ""Predators"": ""Fish, bad eagles, seagulls, large waterfowl"", ""Diet"": ""Omnivore"", ""Common Name"": ""American Eel"", ""Number Of Species"": ""1"", ""Location"": ""East coast of North America"", ""Group"": ""Solitary""}","{""Color"": ""BrownYellowWhiteGreenDark BrownSilverLight GreyDark Grey"", ""Skin Type"": ""Scales"", ""Lifespan"": ""15-20 years"", ""Weight"": ""Up to 17 pounds"", ""Length"": ""Up to 4 feet"", ""Age of Sexual Maturity"": ""1-4 years"", ""Age of Weaning"": ""Immediately after birth"", ""Venomous"": ""No"", ""Aggression"": ""Low""}"
Oklahoma,Armyworm,"{""Name Of Young"": ""larva"", ""Group Behavior"": ""Solitary"", ""Fun Fact"": ""They are so named because they \""march\"" in armies of worms from one crop to another in search of food"", ""Biggest Threat"": ""pest control"", ""Most Distinctive Feature"": ""Five stripes of various colors running the length of the body"", ""Other Name(s)"": ""true armyworm moth, white-speck moth, common armyworm or rice armyworm"", ""Gestation Period"": ""3.5 to 6.5 days (egg to larva)"", ""Wingspan"": ""1.5 inches"", ""Litter Size"": ""500 to 1500 eggs per adult female"", ""Habitat"": ""Agricultural crops and weedy grasses"", ""Predators"": ""humans with pesticide treatments, bats, ground beetles, ants, spiders, bobolink blackbirds, starlings, crows; wasp and fly parasitoids; bacterial and fungal diseases"", ""Diet"": ""Herbivore"", ""Type"": ""Insect"", ""Common Name"": ""armyworm"", ""Number Of Species"": ""30"", ""Location"": ""Americas, southern Europe, central Africa, and western Asia"", ""Group"": ""solitary""}","{""Color"": ""Olive-GreyGrey-Brown"", ""Skin Type"": ""Hair"", ""Top Speed"": ""62 mph"", ""Lifespan"": ""36-95 days"", ""Weight"": ""0.026 to 0.18 grams"", ""Length"": ""0.063in to 1.5in larvae, 1.5in wingspan as adult"", ""Age of Sexual Maturity"": ""30-50 days""}"
Oklahoma,Beewolf wasp,"{""Main Prey"": ""Bees"", ""Name Of Young"": ""Larvae"", ""Group Behavior"": ""Solitary except during mating season"", ""Fun Fact"": ""Beewolf wasps hunt bees to feed to their young!"", ""Biggest Threat"": ""Habitat loss"", ""Most Distinctive Feature"": ""Venomous stinger"", ""Other Name(s)"": ""Beewolf, bee-hunter, bee-killer wasp"", ""Habitat"": ""Soil"", ""Predators"": ""Birds, insects, reptiles, amphibians, mammals"", ""Diet"": ""Omnivore"", ""Lifestyle"": ""Diurnal"", ""Favorite Food"": ""Nectar, pollen"", ""Common Name"": ""Beewolf"", ""Special Features"": ""Venomous stinger"", ""Number Of Species"": ""136"", ""Location"": ""North America, South America, Europe, Africa, Asia"", ""Slogan"": ""They hunt bees"", ""Group"": ""Swarm"", ""Nesting Location"": ""Soil/ground""}","{""Color"": ""YellowBlackDark BrownBlack-Brown"", ""Skin Type"": ""Exoskeleton"", ""Venomous"": ""Yes"", ""Aggression"": ""High""}"
Oklahoma,Common Yellowthroat,"{""Prey"": ""Insects, spiders, larvae, invertebrates"", ""Main Prey"": ""Insects"", ""Name Of Young"": ""Chicks"", ""Group Behavior"": ""Solitary/PairsFlocks"", ""Fun Fact"": ""The Common Yellowthroat stays close to the ground and uses stealth to survive!"", ""Estimated Population Size"": ""77 million mature individuals"", ""Biggest Threat"": ""Habitat degradation"", ""Most Distinctive Feature"": ""Black mask rimmed in white above"", ""Distinctive Feature"": ""Bright yellow bib and underparts; olive-brown upper parts; sharp, pointed black bill; black eyes; pinkish legs and feet; females lack mask"", ""Other Name(s)"": ""Maryland Yellowthroat, Mascarita com\u00fan (Spanish), Paruline masque (French)"", ""Wingspan"": ""5.9 - 7.5 inches"", ""Incubation Period"": ""12 days"", ""Age Of Fledgling"": ""10 - 12 days"", ""Habitat"": ""Marshes, wetlands, open pine forests, grasslands, prairies, shrublands, other areas with dense, low vegetation"", ""Predators"": ""Hawks, falcons, Loggerhead Shrikes, raccoons, mice, chipmunks, snakes, skunks, opossums"", ""Diet"": ""Insectivore"", ""Lifestyle"": ""DiurnalSolitaryFlockPair"", ""Favorite Food"": ""Insects"", ""Common Name"": ""Common Yellowthroat"", ""Special Features"": ""Black mask with white rim above; bright yellow underparts"", ""Number Of Species"": ""1"", ""Location"": ""North America, Central America and the Caribbean"", ""Average Clutch Size"": ""4"", ""Nesting Location"": ""On the ground or near the ground in dense vegetation"", ""Migratory"": ""1""}","{""Color"": ""BrownYellowBlackWhiteOlive"", ""Skin Type"": ""Feathers"", ""Lifespan"": ""10 years"", ""Weight"": ""0.3 ounces"", ""Length"": ""4.3 - 5.1 inches"", ""Age of Sexual Maturity"": ""1 year"", ""Venomous"": ""No"", ""Aggression"": ""Medium""}"
Oklahoma,De Kay’s Brown Snake,"""""",{}
Oklahoma,Dimetrodon,"{""Prey"": ""Fishand other amphibians"", ""Name Of Young"": ""larvae"", ""Fun Fact"": ""Dimetrodon was among the largest predators of the Early Permian Period."", ""Most Distinctive Feature"": ""Dimetrodon had a massive sail on its back"", ""Distinctive Feature"": ""Dimetrodon had a large skull opening behind the eyes"", ""Habitat"": ""Swampy areas, scrublands and muddy water"", ""Diet"": ""Carnivore"", ""Special Features"": ""They had giant sails for thermoregulations"", ""Origin"": ""North America""}","{""Weight"": ""60\u2013550 pounds"", ""Height"": ""13 feet"", ""Length"": ""6\u201315 feet"", ""Venomous"": ""No"", ""Aggression"": ""Low""}"
Oklahoma,Diplodocus,"{""Prey"": ""Leaves and ferns"", ""Group Behavior"": ""Herd"", ""Fun Fact"": ""Their long tales could have been used as a whip!"", ""Biggest Threat"": ""Predators eating juveniles"", ""Most Distinctive Feature"": ""Long neck with 15 vertebrae"", ""Distinctive Feature"": ""Super long tale"", ""Other Name(s)"": ""Sauropods, long-neck"", ""Temperament"": ""Naive"", ""Litter Size"": ""3-5 Eggs"", ""Habitat"": ""Grassland, Edge of Forest, Prairie"", ""Predators"": ""Allosaurus, Ceratosaurus"", ""Diet"": ""Herbivore"", ""Average Litter Size"": ""3-5 Eggs"", ""Lifestyle"": ""Herd"", ""Favorite Food"": ""Leaves and Ferns"", ""Common Name"": ""Brontosaur"", ""Special Features"": ""long necks and long tails"", ""Number Of Species"": ""3"", ""Location"": ""Mid-West of North America"", ""Group"": ""Diplodocus"", ""Migratory"": ""1""}","{""Color"": ""BrownRed"", ""Skin Type"": ""Scales"", ""Top Speed"": ""9 mph"", ""Lifespan"": ""70-80 years"", ""Weight"": ""10-11 tons"", ""Height"": ""13 feet"", ""Length"": ""85 feet"", ""Age of Sexual Maturity"": ""10 years"", ""Venomous"": ""No"", ""Aggression"": ""Low""}"
Oklahoma,Eastern Woodrat,"{""Name Of Young"": ""kittens or pups"", ""Group Behavior"": ""Solitary"", ""Fun Fact"": ""The eastern woodrat mating ritual involves a potentially deadly fight between the male and female before reproduction begins!"", ""Estimated Population Size"": ""over 10,000 individuals"", ""Biggest Threat"": ""habitat loss"", ""Most Distinctive Feature"": ""Exceptionally long tail of 15-20cm"", ""Other Name(s)"": ""bush rat"", ""Gestation Period"": ""30-37 days"", ""Litter Size"": ""1-3"", ""Habitat"": ""Forest, caves, shrublands, grasslands, wetlands, and rocky outcrops"", ""Predators"": ""Owls, raccoons, weasels, foxes, and snakes"", ""Diet"": ""Herbivore"", ""Type"": ""Rodent"", ""Common Name"": ""Eastern woodrat"", ""Number Of Species"": ""8"", ""Location"": ""Southeastern and Midwestern United States, from southern Illinois and New York state to as far south as central Florida"", ""Group"": ""Solitary""}","{""Color"": ""Grey-Brown"", ""Skin Type"": ""Hair"", ""Lifespan"": ""3 years"", ""Weight"": ""0.47-0.73 lb (213-331 g)"", ""Length"": ""13.4-16.9 in (34-43 cm)"", ""Age of Sexual Maturity"": ""5 months (females)"", ""Age of Weaning"": ""1 month""}"
